"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1976","WISH-008 Recently viewed products page opens","chromium","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-008-recently-viewed-products-page-opens.spec.js","",""
"","1810","AUTH-007 Password recovery page has email field and recover button","firefox","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-007-password-recovery-page-has-email-field-and-recover-button.spec.js","",""
"","1893","Add on - INFO-014 Newsletter subscription controls are visible","firefox","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-014-newsletter-subscription-controls-are-visible.spec.js","",""
"","2036","Add on - INFO-012 Footer information links are visible","firefox","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-012-footer-information-links-are-visible.spec.js","",""
"","1936","AUTH-011 Register page shows password fields","firefox","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-011-register-page-shows-password-fields.spec.js","",""
"","2739","USER-014 Password recovery page supports account recovery","webkit","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-014-password-recovery-page-supports-account-recovery.spec.js","",""
"","1992","Add on - INFO-008 Conditions of use page opens","chromium","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-008-conditions-of-use-page-opens.spec.js","",""
"","2957","ADDR-006 Health book product displays delivery date","chromium","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-006-health-book-product-displays-delivery-date.spec.js","",""
"","1863","WISH-002 Empty wishlist message is shown","firefox","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-002-empty-wishlist-message-is-shown.spec.js","",""
"","1993","AUTH-011 Register page shows password fields","chromium","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-011-register-page-shows-password-fields.spec.js","",""
"","2961","CART-001 Empty cart page opens","webkit","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-001-empty-cart-page-opens.spec.js","",""
"","1853","CART-002 Empty cart message is shown","firefox","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-002-empty-cart-message-is-shown.spec.js","",""
"","2008","ADDR-001 Shipping returns page opens","chromium","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-001-shipping-returns-page-opens.spec.js","",""
"","2792","USER-007 Footer exposes addresses link","chromium","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-007-footer-exposes-addresses-link.spec.js","",""
"","2238","PROD-002 Top navigation exposes catalog categories","firefox","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-002-top-navigation-exposes-catalog-categories.spec.js","",""
"","2986","USER-002 Order history page requires login for guest","webkit","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-002-order-history-page-requires-login-for-guest.spec.js","",""
"","3402","WISH-005 Computer product has compare button","webkit","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-005-computer-product-has-compare-button.spec.js","",""
"","2594","WISH-003 Header wishlist link is visible","chromium","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-003-header-wishlist-link-is-visible.spec.js","",""
"","1923","AUTH-006 Password recovery page opens correctly","chromium","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-006-password-recovery-page-opens-correctly.spec.js","",""
"","2859","Add on - INFO-011 Blog page opens","webkit","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-011-blog-page-opens.spec.js","",""
"","2704","CART-014 Cart page keeps footer follow links available","webkit","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-014-cart-page-keeps-footer-follow-links-available.spec.js","",""
"","2799","ADDR-002 Shipping returns page has customer service context","webkit","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-002-shipping-returns-page-has-customer-service-context.spec.js","",""
"","2733","WISH-007 Compare products page opens","webkit","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-007-compare-products-page-opens.spec.js","",""
"","4785","WISH-003 Header wishlist link is visible","webkit","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-003-header-wishlist-link-is-visible.spec.js","",""
"","2003","Add on - INFO-011 Blog page opens","chromium","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-011-blog-page-opens.spec.js","",""
"","1951","AUTH-002 Login page shows email and password fields","chromium","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-002-login-page-shows-email-and-password-fields.spec.js","",""
"","2200","PROD-004 Computers category shows subcategories","firefox","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-004-computers-category-shows-subcategories.spec.js","",""
"","1899","CART-006 Laptop product has add to cart controls","firefox","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-006-laptop-product-has-add-to-cart-controls.spec.js","",""
"","1906","AUTH-005 Login page shows registration option for new customer","firefox","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-005-login-page-shows-registration-option-for-new-customer.spec.js","",""
"","3170","PROD-011 Laptop product details are visible","webkit","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-011-laptop-product-details-are-visible.spec.js","",""
"","1924","WISH-007 Compare products page opens","firefox","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-007-compare-products-page-opens.spec.js","",""
"","16003","Add on - PAY-001 Empty cart keeps user on shopping cart page","webkit","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-001-empty-cart-keeps-user-on-shopping-cart-page.spec.js","",""
"","2084","AUTH-012 Register button is available","firefox","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-012-register-button-is-available.spec.js","",""
"","2045","Add on - INFO-010 News page opens","chromium","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-010-news-page-opens.spec.js","",""
"","2746","CART-011 Cart page still shows search controls","webkit","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-011-cart-page-still-shows-search-controls.spec.js","",""
"","2175","Add on - INFO-006 Sitemap page opens","firefox","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-006-sitemap-page-opens.spec.js","",""
"","1792","WISH-001 Wishlist page opens","chromium","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-001-wishlist-page-opens.spec.js","",""
"","3235","Add on - PAY-008 Gift card product has recipient email field","webkit","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-008-gift-card-product-has-recipient-email-field.spec.js","",""
"","3439","PROD-003 Books category shows product cards","webkit","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-003-books-category-shows-product-cards.spec.js","",""
"","4527","Add on - INFO-015 Footer social links are visible","webkit","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-015-footer-social-links-are-visible.spec.js","",""
"","1777","AUTH-008 Register page opens correctly","firefox","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-008-register-page-opens-correctly.spec.js","",""
"","2759","AUTH-012 Register button is available","webkit","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-012-register-button-is-available.spec.js","",""
"","3260","PROD-014 Category page has sort and page size controls","webkit","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-014-category-page-has-sort-and-page-size-controls.spec.js","",""
"","1995","USER-001 My account page requires login for guest","chromium","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-001-my-account-page-requires-login-for-guest.spec.js","",""
"","1956","CART-012 Cart page shows order progress steps","chromium","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-012-cart-page-shows-order-progress-steps.spec.js","",""
"","1960","WISH-013 Email a friend form has message and send button","chromium","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-013-email-a-friend-form-has-message-and-send-button.spec.js","",""
"","1767","Add on - INFO-011 Blog page opens","firefox","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-011-blog-page-opens.spec.js","",""
"","2309","USER-015 Sitemap includes account links","chromium","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-015-sitemap-includes-account-links.spec.js","",""
"","1950","CART-014 Cart page keeps footer follow links available","chromium","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-014-cart-page-keeps-footer-follow-links-available.spec.js","",""
"","1710","Add on - PAY-003 Cart page is available before checkout","firefox","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-003-cart-page-is-available-before-checkout.spec.js","",""
"","2885","WISH-015 Wishlist footer link is available","chromium","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-015-wishlist-footer-link-is-available.spec.js","",""
"","3900","ADDR-006 Health book product displays delivery date","webkit","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-006-health-book-product-displays-delivery-date.spec.js","",""
"","1959","CART-015 Cart page has checkout journey labels","chromium","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-015-cart-page-has-checkout-journey-labels.spec.js","",""
"","2126","WISH-003 Header wishlist link is visible","firefox","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-003-header-wishlist-link-is-visible.spec.js","",""
"","1859","AUTH-003 Login page shows login button","firefox","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-003-login-page-shows-login-button.spec.js","",""
"","1870","USER-010 Register page shows email field","firefox","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-010-register-page-shows-email-field.spec.js","",""
"","1969","AUTH-009 Register page shows gender choices","firefox","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-009-register-page-shows-gender-choices.spec.js","",""
"","2929","WISH-011 Email a friend page opens","webkit","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-011-email-a-friend-page-opens.spec.js","",""
"","3198","Add on - PAY-009 Gift card product has sender fields","webkit","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-009-gift-card-product-has-sender-fields.spec.js","",""
"","1961","ADDR-002 Shipping returns page has customer service context","firefox","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-002-shipping-returns-page-has-customer-service-context.spec.js","",""
"","2790","ADDR-004 Book product displays free shipping","firefox","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-004-book-product-displays-free-shipping.spec.js","",""
"","1975","Add on - INFO-004 Contact us page has enquiry textarea","chromium","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-004-contact-us-page-has-enquiry-textarea.spec.js","",""
"","2792","AUTH-008 Register page opens correctly","webkit","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-008-register-page-opens-correctly.spec.js","",""
"","1936","USER-004 Login page supports returning customer section","firefox","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-004-login-page-supports-returning-customer-section.spec.js","",""
"","2002","WISH-001 Wishlist page opens","firefox","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-001-wishlist-page-opens.spec.js","",""
"","2551","USER-006 Footer exposes orders link","chromium","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-006-footer-exposes-orders-link.spec.js","",""
"","2905","Add on - PAY-005 Cart page shows confirm step","webkit","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-005-cart-page-shows-confirm-step.spec.js","",""
"","1734","USER-008 Register page shows account creation form","firefox","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-008-register-page-shows-account-creation-form.spec.js","",""
"","1888","Add on - INFO-010 News page opens","firefox","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-010-news-page-opens.spec.js","",""
"","2774","Add on - INFO-005 Contact us page has submit button","webkit","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-005-contact-us-page-has-submit-button.spec.js","",""
"","2593","WISH-002 Empty wishlist message is shown","webkit","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-002-empty-wishlist-message-is-shown.spec.js","",""
"","4366","Add on - INFO-014 Newsletter subscription controls are visible","webkit","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-014-newsletter-subscription-controls-are-visible.spec.js","",""
"","1957","CART-002 Empty cart message is shown","chromium","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-002-empty-cart-message-is-shown.spec.js","",""
"","3177","PROD-009 Gift cards category opens with products","webkit","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-009-gift-cards-category-opens-with-products.spec.js","",""
"","2859","USER-012 Login page provides register button for new user","webkit","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-012-login-page-provides-register-button-for-new-user.spec.js","",""
"","3809","CART-010 Jewelry product has cart controls","webkit","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-010-jewelry-product-has-cart-controls.spec.js","",""
"","1885","Add on - PAY-009 Gift card product has sender fields","firefox","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-009-gift-card-product-has-sender-fields.spec.js","",""
"","3197","WISH-004 Gift card product has wishlist button","webkit","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-004-gift-card-product-has-wishlist-button.spec.js","",""
"","2007","PROD-006 Apparel and shoes category shows products","firefox","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-006-apparel-and-shoes-category-shows-products.spec.js","",""
"","3188","Add on - PAY-010 Gift card product has message field","webkit","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-010-gift-card-product-has-message-field.spec.js","",""
"","2045","Add on - PAY-008 Gift card product has recipient email field","chromium","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-008-gift-card-product-has-recipient-email-field.spec.js","",""
"","2255","CART-005 Book product has add to cart controls","chromium","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-005-book-product-has-add-to-cart-controls.spec.js","",""
"","3345","Add on - PAY-007 Gift card product has recipient name field","webkit","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-007-gift-card-product-has-recipient-name-field.spec.js","",""
"","2118","WISH-015 Wishlist footer link is available","firefox","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-015-wishlist-footer-link-is-available.spec.js","",""
"","2174","CART-006 Laptop product has add to cart controls","chromium","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-006-laptop-product-has-add-to-cart-controls.spec.js","",""
"","2196","ADDR-013 Sitemap includes shipping returns link","firefox","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-013-sitemap-includes-shipping-returns-link.spec.js","",""
"","2779","AUTH-011 Register page shows password fields","webkit","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-011-register-page-shows-password-fields.spec.js","",""
"","2046","PROD-009 Gift cards category opens with products","chromium","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-009-gift-cards-category-opens-with-products.spec.js","",""
"","1984","PROD-003 Books category shows product cards","firefox","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-003-books-category-shows-product-cards.spec.js","",""
"","1976","AUTH-003 Login page shows login button","chromium","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-003-login-page-shows-login-button.spec.js","",""
"","3086","CART-002 Empty cart message is shown","webkit","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-002-empty-cart-message-is-shown.spec.js","",""
"","1837","WISH-013 Email a friend form has message and send button","firefox","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-013-email-a-friend-form-has-message-and-send-button.spec.js","",""
"","2749","WISH-008 Recently viewed products page opens","webkit","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-008-recently-viewed-products-page-opens.spec.js","",""
"","3217","ADDR-008 Smartphone product shows in stock availability","webkit","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-008-smartphone-product-shows-in-stock-availability.spec.js","",""
"","2324","CART-008 Gift card product has add to cart controls","firefox","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-008-gift-card-product-has-add-to-cart-controls.spec.js","",""
"","2262","USER-003 Addresses page requires login for guest","chromium","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-003-addresses-page-requires-login-for-guest.spec.js","",""
"","3905","CART-006 Laptop product has add to cart controls","webkit","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-006-laptop-product-has-add-to-cart-controls.spec.js","",""
"","2275","PROD-015 Search page returns computer products","chromium","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-015-search-page-returns-computer-products.spec.js","",""
"","2002","PROD-008 Jewelry category opens with product cards","firefox","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-008-jewelry-category-opens-with-product-cards.spec.js","",""
"","1898","AUTH-010 Register page shows personal detail fields","firefox","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-010-register-page-shows-personal-detail-fields.spec.js","",""
"","3031","ADDR-004 Book product displays free shipping","chromium","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-004-book-product-displays-free-shipping.spec.js","",""
"","1900","USER-012 Login page provides register button for new user","firefox","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-012-login-page-provides-register-button-for-new-user.spec.js","",""
"","3358","Add on - PAY-013 Book product shows price information","webkit","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-013-book-product-shows-price-information.spec.js","",""
"","2386","CART-009 Apparel product has cart controls","firefox","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-009-apparel-product-has-cart-controls.spec.js","",""
"","1930","CART-015 Cart page has checkout journey labels","firefox","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-015-cart-page-has-checkout-journey-labels.spec.js","",""
"","2775","Add on - INFO-006 Sitemap page opens","webkit","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-006-sitemap-page-opens.spec.js","",""
"","2701","CART-008 Gift card product has add to cart controls","chromium","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-008-gift-card-product-has-add-to-cart-controls.spec.js","",""
"","2018","Add on - PAY-011 Gift card product has add to cart button","chromium","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-011-gift-card-product-has-add-to-cart-button.spec.js","",""
"","2781","Add on - INFO-008 Conditions of use page opens","webkit","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-008-conditions-of-use-page-opens.spec.js","",""
"","3687","PROD-010 Build your own computer product details are visible","webkit","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-010-build-your-own-computer-product-details-are-visible.spec.js","",""
"","1959","AUTH-004 Login page shows remember me and forgot password options","chromium","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-004-login-page-shows-remember-me-and-forgot-password-options.spec.js","",""
"","2831","AUTH-010 Register page shows personal detail fields","webkit","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-010-register-page-shows-personal-detail-fields.spec.js","",""
"","1948","Add on - PAY-006 Cart page shows complete step","chromium","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-006-cart-page-shows-complete-step.spec.js","",""
"","1799","AUTH-006 Password recovery page opens correctly","firefox","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-006-password-recovery-page-opens-correctly.spec.js","",""
"","2009","ADDR-015 Shipping page keeps information links available","chromium","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-015-shipping-page-keeps-information-links-available.spec.js","",""
"","1797","WISH-006 Laptop product has compare button","firefox","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-006-laptop-product-has-compare-button.spec.js","",""
"","1891","CART-014 Cart page keeps footer follow links available","firefox","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-014-cart-page-keeps-footer-follow-links-available.spec.js","",""
"","1982","Add on - INFO-007 Privacy notice page opens","chromium","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-007-privacy-notice-page-opens.spec.js","",""
"","2456","Add on - PAY-014 Laptop product shows price information","firefox","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-014-laptop-product-shows-price-information.spec.js","",""
"","1943","Add on - PAY-005 Cart page shows confirm step","chromium","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-005-cart-page-shows-confirm-step.spec.js","",""
"","3646","Add on - PAY-015 Smartphone product shows price information","webkit","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-015-smartphone-product-shows-price-information.spec.js","",""
"","1847","Add on - PAY-012 Gift card product shows fixed price","firefox","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-012-gift-card-product-shows-fixed-price.spec.js","",""
"","2085","PROD-005 Electronics category shows subcategories","firefox","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-005-electronics-category-shows-subcategories.spec.js","",""
"","2640","ADDR-008 Smartphone product shows in stock availability","chromium","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-008-smartphone-product-shows-in-stock-availability.spec.js","",""
"","2743","WISH-014 Compare products footer link is available","chromium","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-014-compare-products-footer-link-is-available.spec.js","",""
"","2010","PROD-004 Computers category shows subcategories","chromium","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-004-computers-category-shows-subcategories.spec.js","",""
"","1805","CART-011 Cart page still shows search controls","firefox","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-011-cart-page-still-shows-search-controls.spec.js","",""
"","1975","USER-008 Register page shows account creation form","chromium","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-008-register-page-shows-account-creation-form.spec.js","",""
"","4429","Add on - INFO-012 Footer information links are visible","webkit","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-012-footer-information-links-are-visible.spec.js","",""
"","2107","USER-006 Footer exposes orders link","firefox","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-006-footer-exposes-orders-link.spec.js","",""
"","1802","Add on - PAY-006 Cart page shows complete step","firefox","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-006-cart-page-shows-complete-step.spec.js","",""
"","2229","PROD-010 Build your own computer product details are visible","chromium","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-010-build-your-own-computer-product-details-are-visible.spec.js","",""
"","2280","Add on - INFO-006 Sitemap page opens","chromium","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-006-sitemap-page-opens.spec.js","",""
"","2512","ADDR-005 Science product displays free shipping","firefox","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-005-science-product-displays-free-shipping.spec.js","",""
"","2111","ADDR-012 Footer has shipping returns link","firefox","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-012-footer-has-shipping-returns-link.spec.js","",""
"","3548","PROD-006 Apparel and shoes category shows products","webkit","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-006-apparel-and-shoes-category-shows-products.spec.js","",""
"","2238","WISH-006 Laptop product has compare button","chromium","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-006-laptop-product-has-compare-button.spec.js","",""
"","2336","Add on - PAY-007 Gift card product has recipient name field","firefox","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-007-gift-card-product-has-recipient-name-field.spec.js","",""
"","2080","ADDR-003 Guest addresses page redirects to login","firefox","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-003-guest-addresses-page-redirects-to-login.spec.js","",""
"","1942","ADDR-010 Shopping cart shows address step","chromium","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-010-shopping-cart-shows-address-step.spec.js","",""
"","2622","WISH-004 Gift card product has wishlist button","chromium","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-004-gift-card-product-has-wishlist-button.spec.js","",""
"","2807","Add on - INFO-007 Privacy notice page opens","webkit","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-007-privacy-notice-page-opens.spec.js","",""
"","4235","USER-005 Footer exposes my account link","webkit","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-005-footer-exposes-my-account-link.spec.js","",""
"","2648","Add on - INFO-013 Footer customer service links are visible","chromium","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-013-footer-customer-service-links-are-visible.spec.js","",""
"","3223","PROD-007 Digital downloads category opens","webkit","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-007-digital-downloads-category-opens.spec.js","",""
"","3199","ADDR-009 Blue jeans product shows in stock availability","chromium","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-009-blue-jeans-product-shows-in-stock-availability.spec.js","",""
"","1891","USER-013 Login page provides forgot password link","firefox","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-013-login-page-provides-forgot-password-link.spec.js","",""
"","3217","ADDR-009 Blue jeans product shows in stock availability","webkit","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-009-blue-jeans-product-shows-in-stock-availability.spec.js","",""
"","2004","AUTH-009 Register page shows gender choices","chromium","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-009-register-page-shows-gender-choices.spec.js","",""
"","2723","ADDR-014 Cart page has checkout progress section","webkit","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-014-cart-page-has-checkout-progress-section.spec.js","",""
"","2535","Add on - PAY-013 Book product shows price information","firefox","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-013-book-product-shows-price-information.spec.js","",""
"","2803","USER-009 Register page shows personal details fields","webkit","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-009-register-page-shows-personal-details-fields.spec.js","",""
"","1948","ADDR-014 Cart page has checkout progress section","chromium","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-014-cart-page-has-checkout-progress-section.spec.js","",""
"","2712","AUTH-006 Password recovery page opens correctly","webkit","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-006-password-recovery-page-opens-correctly.spec.js","",""
"","2394","Add on - PAY-015 Smartphone product shows price information","firefox","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-015-smartphone-product-shows-price-information.spec.js","",""
"","3366","CART-005 Book product has add to cart controls","webkit","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-005-book-product-has-add-to-cart-controls.spec.js","",""
"","1966","CART-001 Empty cart page opens","chromium","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-001-empty-cart-page-opens.spec.js","",""
